title,purified_body,rel_score
"컨텍은 한국항공우주연구원(KARI)에서 스핀오프(spin-off)된우주스타트업으로,우주산업의 밸류체인 중 다운스트림(Downstream)을 담당한다. 동사는 다운스트림 분야의 토탈 솔루션을 제공할 뿐만 아니라, 올해 6월 AP위성의 지분 인수(24.72%)를 통해 업스트림(Upstream) 분야까지 사업 영역을 확장했다. 이나연...","이투데이
마켓
일반
한국IR협의회  컨텍, 소형 위성 발사 증가 수혜주 
입력 2024 12 26 08 03기자 이름을 클릭하면
더 자세한 정보를
확인할 수 있어요! 페이스북
엑스
URL공유
가장작게
작게
기본
크게
가장크게
 출처 한국IR협의회 
한국IR협의회는 26일 컨텍에 대해 뉴 스페이스 New Space  시대 소형 위성 산업 성장과 동반할 것이며, 지분 인수를 통해 우주 밸류체인을 다변화했다고 분석했다. 컨텍은 한국항공우주연구원 KARI 에서 스핀오프 spin off 된 우주 스타트업으로, 우주 산업의 밸류체인 중 다운스트림 Downstream 을 담당한다. 동사는 다운스트림 분야의 토탈 솔루션을 제공할 뿐만 아니라, 올해 6월 AP위성의 지분 인수 24.72  를 통해 업스트림 Upstream  분야까지 사업 영역을 확장했다. 이나연 한국IR협의회 연구원은  우주 산업은 정부 주도의 올드 스페이스 Old Space 에서 민간 기업들이 상업적인 목표를 중심으로 해 우주 산업을 주도하는 뉴 스페이스로 패러다임이 전환되고 있다 라며  스페이스X 등 민간 기업은 우주 산업의 비용 절감과 상업적 가능성을 확대하며 우주 시장의 폭발적 성장을 이끌고 있다 라고 전했다. 이어  뉴 스페이스 시대에 진입하며 우주에 발사된 위성의 개수가 급격히 증가했다 라며  소형 위성 증가는 위성 데이터 수신 수요로 이어져 지상국의 필요성이 높아지고 있다 라고 덧붙였다. 이 연구원은  컨텍은 아시아 지역 유일의 전 세계 자체 지상국을 구축했으며, 전 세계 9개국에서 10개의 지상국을 운영 중이고 2025년까지 3개국에 5개 지상국을 추가로 구축할 계획 이라며  해외 지상국 턴키 수주 계약이 글로벌 시장에서 컨텍의 입지를 다지는데 크게 기여했다 라고 설명했다. 더불어  AP위성의 인수로 업스트림과 다운스트림 분야의 기술 역량이 결합해 우주항공 분야 연구개발 R D  시너지도 기대된다 라고 밝혔다. 그는  2025년 컨텍의 연결 매출액은 전년 동기 대비 67.3  증가한 959억 원, 영업이익은 흑자 전환한 34억 원을 전망한다 라며  AP위성의 연간 실적이 온기로 반영되며, 외형 성장과 더불어 흑자 전환이 가능해질 것으로 판단한다 라고 전망했다. 컨텍의 주요 뉴스
자세히보기
두나무, FIU 상대 영업정지 취소 승소    고의 중과실 인정 안 돼 
좋아요
0
화나요
0
슬퍼요
0원해요
0
주요 뉴스
코스피, 개인 기관  사자 에 7498 마감 사상 최고가 또 경신 삼전 SK하닉 엇갈려
코스피가 하락 출발했지만 오후 들어 상승 반전하면서 사상 최고가를 다시 경신했다.",0.6149199
컨텍이 속한우주항공과국방 관련주(네이버 증권)에는 빅텍 타임기술 퍼스텍 한화에어로스페이스  퍼스텍  탈로스 한국항공우주제노코  에이트원 하이즈항공 켄코아에오로스페이스  쎄트렉아이 퍼스텍  한화시스템 휴니드 빅텍 아이쓰리시스템우리기술 켄코아에오로스페이스 제노코컨텍탈로스가...,"우주 지상국 서비스 전문 기업 컨텍이 소형 위성 발사 증가에 따른 수혜를 입을 것이라는 전망이 나왔다. 한국IR협의회는 최근 보고서에서 컨텍의 2025년 연결 매출액이 959억원으로 전년 대비 67.3  증가하고, 영업이익은 흑자 전환할 것으로 예상했다. 이는 AP위성 인수 효과가 본격적으로 나타나면서 실적 개선이 기대되기 때문이다. 컨텍은 2015년 한국항공우주연구원에서 분사된 기업으로, 전 세계 12개국에 총 10개의 지상국을 보유하고 있다. 소형 위성 발사 시장이 성장함에 따라 위성 데이터 수신 및 처리 서비스에 대한 수요가 증가하고 있으며, 컨텍은 이러한 시장 변화에 발맞춰 지속적인 성장을 이어갈 것으로 전망된다. 한국IR협의회는  컨텍은 AP위성 인수를 통해 우주 밸류체인을 다변화하고, New Space 시대 소형 위성 산업 성장과 함께 동반 성장할 것으로 기대된다 고 밝혔다. 컨텍이 속한 우주항공과국방 관련주 네이버 증권 에는 빅텍 타임기술 퍼스텍 한화에어로스페이스  퍼스텍  탈로스 한국항공우주 제노코  에이트원 하이즈항공 켄코아에오로스페이스  쎄트렉아이 퍼스텍  한화시스템 휴니드 빅텍 아이쓰리시스템우리기술 켄코아에오로스페이스 제노코 컨텍 탈로스가 있다 
다른기사 보기",0.5500779
코츠테크놀로지가 속한우주항공과국방 관련주(네이버 증권)에는 타임기술 퍼스텍 한화에어로스페이스 한화시스템 아스트 한국항공우주제노코 쎄트렉아이 빅텍 휴니드 에이트원 우리기술 하이즈항공컨텍아이쓰리시스템 아스트 켄코아에오로스페이스가 있다. 코츠테크놀로지는 방위산업 시장에서 탄탄한...,코츠테크놀로지가 속한 우주항공과국방 관련주 네이버 증권 에는 타임기술 퍼스텍 한화에어로스페이스 한화시스템 아스트 한국항공우주 제노코 쎄트렉아이 빅텍 휴니드 에이트원 우리기술 하이즈항공 컨텍 아이쓰리시스템 아스트 켄코아에오로스페이스가 있다.,0.58706933
자율주행 하면 생각나는 라이다(LiDAR) 기업 상장 후 주가 동향: 오버행과 자율주행 로봇으로 시작해서 김창호 한국투자증권 연구원 ◇컨텍소형 위성 발사 증가 수혜주 AP위성 인수로우주밸류체인 다변화 New Space 시대 소형 위성 산업 성장과 동반할 것 2025년 흑자 전환 기대 이나연 한국IR협의회...,"자율주행 하면 생각나는 라이다 LiDAR  기업
상장 후 주가 동향  오버행과 자율주행
로봇으로 시작해서
김창호 한국투자증권 연구원
 컨텍
소형 위성 발사 증가 수혜주
AP위성 인수로 우주 밸류체인 다변화
New Space 시대 소형 위성 산업 성장과 동반할 것
2025년 흑자 전환 기대
이나연 한국IR협의회 연구원
 팸텍
IPO 주관사 업데이트  반도체 장비 매출 비중 확대 기대
CCM 검사 장비 제조 업체
현대모비스향 차량용 카메라 검사 시장 확대 수혜
HBM 수율 개선 수요 증가에 따른 반도체 장비 성장 기대
최재호 하나금투 연구원
 이노시뮬레이션
IPO주관사 업데이트  시뮬레이터 및 XR 솔루션 전문 기업
시뮬레이터 및 XR 솔루션 사업 지속 확장 중
XR 가상훈련 시스템 성장 기대
2024년 3분기 매출액 26.3억원, 영업이익  5.4억원 기록
최재호 하나금투 연구원
 LG이노텍
실적 부진 반영, 밸류에이션 매력, SE4 아이폰  출시 초점
투자의견 매수 BUY  유지.",0.56111914
"또한 제주 구좌에는 제주 국가위성운영센터를 설립했고, 민간우주기업의 유치에도 적극적이다. 위성영상 수신, 처리 등을 하는 업체컨텍과 소형 위성발사체를 연구하는 페리지에어로스페이스 등 민간 기업들 역시 제주에 터를 잡았다. 제주뿐 아니라 전남, 경남, 대전 세 곳에우주항공 클러스터...","우주산업, 2040년엔 2조 7000억 달러 규모
지자체와 민간기업 결합, 이제 걸음마 떼
지상장비, 위성통신 분야 선점해 시장주도
지난 10월 하단 로켓 추진체 회수에 성공한 스페이스X에 대한 평가가 높아지는 가운데, 글로벌기업들의 민간우주산업 투자가 줄을 잇고 있다. 앞서 10월 13일 스페이스X는 자사의 발사체 스타쉽의 하단 추진체인  슈퍼헤비 를 발사 7분 후에 발사대로 안착하는 데 성공했다. 성장해가는 우주산업 규모, 우리는 얼마나 준비됐나? 글로벌 우주산업 컨설팅 회사인 유로컨설트에 따르면, 국제 우주산업시장의 규모는 2022년 기준 4,640억 달러 규모인 것으로 나타났다. 이중 위성방송통신과 내비게이션 등 상업고객을 대상으로 한 산업시장은 약 3,620억 달러 약 526조원  규모다. 우주산업시장의 성장규모는 매우 가파르다. 투자은행 모건스탠리는 우주산업 시장의 규모를 2030년 5900억 달러, 2040년에는 2조 7000억 달러 규모로 성장할 것으로 전망했다. 그렇다면 한국의 우주산업은 어느 정도 수준일까. 한국은 그동안 국가 주도로 우주산업을 육성해왔다. 우주발사체 기술을 국가차원에서 확보해야할 핵심기술로 인지해 개발에 집중했다. 이러한 제도적 바탕으로 1992년 인공위성 우리별1호를 시작으로, 자체 인공위성 개발에 성공한 바 있다. 또한 2000년대부터 자체 발사체 연구를 시작, 그 결실이 2022년 누리호 발사성공로 이어졌다. 이는 세계에서 10번째로 자력으로 인공위성과 발사체를 개발, 발사할 수 있는 나라가 된 것이다. 이러한 기술적 성과에도 아직 국내 민간우주산업에 참여하는 기업체는 매우 적다. 국내 우주산업분야의 시장 규모는 정부와 민간을 합쳐 1조 2000억원 규모에 불과하다. 정부는 2045년까지 글로벌 우주산업 시장 점유율을 10 로 끌어올린다는 계획이다. 정부는 공공부문 우주개발 투자액을 2021년 7300억원에서 2027년 1조 5,000억원 수준으로 늘릴 예정이다. 한국경제인협회에서 발간한  우주항공산업발전방안보고서 에서는 일본의 민간우주기금은 9조원이지만 국내 민간투자기금은 100억원대에 불과하다며 민간 우주산업에 대한 대대적인 투자가 있어야 한다고 강조한다. 지자체와 민간우주기업의 결합, 새로운 산업으로 성장할까? 이런 분위기 속에서 국내 민간우주기업과 지역자치단체 간 협업을 통해 민간우주산업의 활성화를 도모하는 모델도 나오고 있다. 제주특별자치도는 항공우주기업체의 유치에 열을 올려왔다. 한화시스템이 추진하는  우주분야로의 방위산업 확장 에 호응해 옛 탐라대학교 부지에 제주한화우주센터를 유치하고, 제주에서 저궤도 위성을 조립하고 시험하는 소형위성제조공장 설립을 계획 중이다. 또한 제주 구좌에는 제주 국가위성운영센터를 설립했고, 민간 우주기업의 유치에도 적극적이다. 위성영상 수신, 처리 등을 하는 업체 컨텍과 소형 위성발사체를 연구하는 페리지에어로스페이스 등 민간 기업들 역시 제주에 터를 잡았다. 제주뿐 아니라 전남, 경남, 대전 세 곳에 우주항공 클러스터 삼각체제를 구축한다는 계획도 발표됐다. 우주항공청은 2030년까지 3808억원을 투입해 전남 고흥 나로우주센터에 민간 우주발사체 발사를 위한 제반시설을 들이고 발사체기술사업화센터를 건립한다. 경남에는 민간이 개발한 위성을 우주와 비슷한 환경에서 시험할 수 있는 제반시설을 들인다. 또한 대전 KAIST 내에 우주기술혁신인재양성센터를 설립해 우주기술 핵심인재를 양성한다는 계획이다. 우주산업 육성, 선택과 집중 필요
우주산업의 발전으로 우주에 대한 패러다임도 달라지고 있고 있다. 과거 우주가 정부주도의 기술경쟁의 장이었다면, 현재의 우주는 민간주도의 새로운 산업분야로 인식된다. 민간 주도의 우주산업에서는 다양한 공급과 수요가 발생하기 마련이고, 이러한 우주산업의 공급망을 이해하고 빠르게 선점하는 것이 중요하다는 게 업계 관계자들의 이야기다. 우주항공산업 발전방안 보고서 에 따르면, 위성통신, 지상장비 제조분야는 전체 우주산업에서 70 의 비중을 차지한다. 보고서는 이 점을 들어, 모든 우주분야를 육성하는 것보다 우선적으로 선택과 집중이 필요하다고 말한다. 보고서 저자인 국민대학교 곽신웅 교수는  IT제조 강국의 역량을 바탕으로 단말기, 관제 수신 장비 등 지상장비 시장을 육성하고, 인공위성 제작 단가를 낮추는 생산기술 개발을 통해 시장규모가 큰 저궤도 위성통신 서비스에 주력해야 한다 고 강조했다. 본문
  400
비밀번호
수정
닫기
내 댓글 모음
닫기 다른기사 보기
Tag
키워드
 우주산업
 대우주시대
 발사체
 인공위성
 위성통신
 지상장비
 우주기술",0.6158661
이성희 ㈜컨텍대표 ▲과기정통부 선정 국가전략기술을 보유하고 소형우주발사체 개발을 전문으로 하는 신동윤 ㈜페리지에어로스페이스 대표 등 4명이 수상했다.우주분야 관계자 수상자는 ▲우주산업클러스터 연구·인재개발 특화지구 사업기획에 참여하고우주기술혁신 인재양성센터 국비확보에 기여한...,"이전 기사보기
다음 기사보기
대전시, 우주산업 발전 유공자 8명 표창
기사스크랩하기
다른 공유 찾기
본문 글씨 키우기
본문 글씨 줄이기
스크롤 이동 상태바
대전시는 23일, 우주산업 유공자 8명을 선정해 포상했다. 사진 대전시 
 굿모닝충청   대전시는 23일 혁신적인 기술과 열정으로 지역 우주산업 발전과 우주산업 클러스터 조성에 기여한 유공자 8명을 선정해 포상했다. 포상자는 기업인 4명과 우주 분야 관계자 4명이며, 이들에게는 대전광역시장 표창이 수여됐다. 기업인 분야는  글로벌 위성전문기업으로 지역경제와 우주기술 발전에 크게 기여하고 있는 김이을  쎄트렉아이 대표  위성데이터 분석 소프트웨어 개발과 지구관측용 상용위성 개발 운용까지 세계시장 진출을 확장하고 있는 최명진  한컴인스페이스 대표  국내 우주스타트업 1호 상장기업이자 지상국 서비스 분야에서 글로벌 위상을 드높이고 있는 이성희  컨텍 대표  과기정통부 선정 국가전략기술을 보유하고 소형 우주발사체 개발을 전문으로 하는 신동윤  페리지에어로스페이스 대표 등 4명이 수상했다. 우주분야 관계자 수상자는  우주산업클러스터 연구 인재개발 특화지구 사업기획에 참여하고 우주기술혁신 인재양성센터 국비확보에 기여한 한재흥 KAIST 우주연구원장  우주광학분야 전문가로 우주기업 육성과 우주분야 학과 개설로 인재양성에 기여한 김건희 한밭대학교 우주국방연구소장   한남대 H 미니클러스터 출범으로 지역 우주산업 생태계 활성화에 기여한 유민호 한남대학교 위성활용연구센터 팀장  우주산업 혁신기반 조성사업을 통해 우주기업 성장을 밀착 지원하고 있는 김민성 대전테크노파크 대리 등 4명이 차지했다. 장호종 대전시 경제과학부시장은  대한민국을 넘어 세계로 뻗어가는 대전 우주기업이 자랑스럽다 라면서  대전이 국가 우주산업클러스터의 중심축으로 우뚝 서고 우주경제를 선도하는 글로벌 우주산업 중심도시로 도약하는 데 힘을 모아 함께 나아가자 라고 말했다. 키워드
 대전시
 우주산업
 김이을
 쎄트렉아이
 최명진
 한컴인스페이스
 컨텍
좋아요
1
훈훈해요
0
슬퍼요
0
화나요
0
후속기사 원해요
0
아쉬워요
0
공유하고 싶어요
0
댓글 내용입력
더보기
비밀번호
닫기
본문
  400
비밀번호
닫기
내 댓글 모음
닫기
위로
모바일버전
전체메뉴닫기",0.59524584
"기업인 분야 수상자는 글로벌 위성전문기업 쎄트렉아이 김이을 대표를 비롯해 위성데이터 분석 소프트웨어 개발 기업 한컴인스페이스의 최명진 대표, 국내우주스타트업 1호 상장기업인컨텍의 이성희 대표, 소형우주발사체 전문기업 페리지에어로스페이스의 신동윤 대표 등 4명이다.우주분야 관계자로는...","2024년 우주산업 발전 유공 포상식 진행
쎼트렉아이 한컴인스페이스 컨텍 페리지에어로스페어스 선정
우주분야 관계자 포상 수여 함께 이뤄져
대전시가 지역 우주산업 발전과 우주산업 클러스터 조성에 기여한 유공자 8명을 선정해 표창했다. 23일 시청에서 열린  2024년 우주산업 발전 유공 포상식 에서는 우수 기업인과 우주분야 관계자들이 대전시장 표창을 받았다. 기업인 분야 수상자는 글로벌 위성전문기업 쎄트렉아이 김이을 대표를 비롯해 위성데이터 분석 소프트웨어 개발 기업 한컴인스페이스의 최명진 대표, 국내 우주스타트업 1호 상장기업인 컨텍의 이성희 대표, 소형 우주발사체 전문기업 페리지에어로스페이스의 신동윤 대표 등 4명이다. 우주분야 관계자로는 한재흥 KAIST 우주연구원장이 우주산업클러스터 연구 인재개발 특화지구 사업기획과 우주기술혁신 인재양성센터 국비확보에 기여한 공로를 인정받았다. 또한 우주광학분야 전문가로 우주기업 육성과 우주분야 학과 개설로 인재양성에 기여한 김건희 한밭대 우주국방연구소장, 한남대 H 미니클러스터 출범으로 지역 우주산업 생태계 활성화에 기여한 유민호 한남대 위성활용연구센터 팀장, 우주기업 성장지원을 담당하는 김민성 대전테크노파크 대리가 수상의 영예를 안았다. 장호종 대전시 경제과학부시장은  대전이 국가 우주산업클러스터의 중심축으로 우뚝 서고 우주경제를 선도하는 글로벌 우주산업 중심도시로 도약하는 데 힘을 모아달라 고 당부했다. 아래는 우주산업 발전 유공자. 기업인
 김이을 쎄트렉아이 대표  최명진 한컴인스페이스 대표
 이성희 컨텍 대표  신동윤 페리지에어로스페이스 대표
 우주분야 관계자
 한재흥 KAIST 우주연구원장  김건희 한밭대 우주국방연구소장
 유민호 한남대 위성활용연구센터 팀장  김민성 대전테크노파크 대리 
딥테크 도시 대전을 널리 알리겠습니다.의 다른기사 보기",0.60486543
이성희 ㈜컨텍대표 △과기정통부 선정 국가전략기술을 보유하고 소형우주발사체 개발을 전문으로 하는 신동윤 ㈜페리지에어로스페이스 대표 등 4명이 수상했다.우주분야 관계자 수상자는우주산업클러스터 연구·인재개발 특화지구 사업기획에 참여하고우주기술혁신 인재양성센터 국비확보에 기여한...,"기업인 4명, 우주분야 관계자 4명 포상 수여 및 간담회
글로벌 우주산업 중심도시 도약 위해 협력 다짐
 대전 데일리한국  대전시는 23일 혁신적인 기술과 열정으로 지역 우주산업 발전과 우주산업 클러스터 조성에 기여한 유공자 8명을 포상했다. 이날 개최된 2024년 우주산업 발전 유공 포상식에서는 기업인 4명과 우주분야 관계자 4명이 대전광역시장 표창을 받았다. 기업인 분야는  글로벌 위성전문기업으로 지역경제와 우주기술 발전에 크게 기여하고 있는 김이을  쎄트렉아이 대표  위성데이터 분석 소프트웨어 개발과 지구관측용 상용위성 개발 운용까지 세계시장 진출을 확장하고 있는 최명진  한컴인스페이스 대표  국내 우주스타트업 1호 상장기업이자 지상국 서비스 분야에서 글로벌 위상을 드높이고 있는 이성희  컨텍 대표  과기정통부 선정 국가전략기술을 보유하고 소형 우주발사체 개발을 전문으로 하는 신동윤  페리지에어로스페이스 대표 등 4명이 수상했다. 우주분야 관계자 수상자는 우주산업클러스터 연구 인재개발 특화지구 사업기획에 참여하고 우주기술혁신 인재양성센터 국비확보에 기여한 한재흥 KAIST 우주연구원장, 우주광학분야 전문가로 우주기업 육성과 우주분야 학과 개설로 인재양성에 기여한 김건희 한밭대학교 우주국방연구소장,  한남대 H 미니클러스터 출범으로 지역 우주산업 생태계 활성화에 기여한 유민호 한남대 위성활용연구센터 팀장, 우주산업 혁신기반 조성사업을 통해 우주기업 성장을 밀착 지원하고 있는 김민성 대전테크노파크 대리 등 4명이 차지했다. 장호종 대전시 경제과학부시장은  대한민국을 넘어 세계로 뻗어가는 대전 우주기업이 자랑스럽다라면서  대전이 국가 우주산업클러스터의 중심축으로 우뚝 서고 우주경제를 선도하는 글로벌 우주산업 중심도시로 도약하는 데 힘을 모아 함께 나아가자 라고 말했다.다른 기사 보기
기사공유",0.60329545
"장호종 대전시 경제과학부시장은 19일 국내우주스타트업 상장 1호 기업인 ㈜컨텍을 방문했다. 이날 간담회에는 ㈜컨텍이성희 대표와 안재봉 부대표를 포함한 주요 임원들이 참석한 가운데,우주산업 육성 방안과우주산업 상호 협력 가능성 등을 논의했다. 대전시는 앞으로우주산업 현장의 현실적인 이해를...","장호종 대전시 경제과학부시장은 19일 국내 우주 스타트업 상장 1호 기업인  컨텍을 방문했다. 이날 간담회에는  컨텍 이성희 대표와 안재봉 부대표를 포함한 주요 임원들이 참석한 가운데, 우주산업 육성 방안과 우주산업 상호 협력 가능성 등을 논의했다. 대전시는 앞으로 우주산업 현장의 현실적인 이해를 바탕으로 향후 지역 우주기업과의 긴밀한 협력 체계 구축을 위한 발판을 마련할 계획이다 
다른기사 보기

개의 댓글
작성자
비밀번호
댓글 내용입력
0
  400
등록
댓글 정렬
최신순
추천순
답글순
BEST댓글
BEST 댓글
답글과 추천수를 합산하여 자동으로 노출됩니다.",0.55503684
"이성희 ㈜컨텍대표, 과학기술정보통신부 선정 국가전략기술을 보유하고 소형우주발사체 개발을 전문으로 하는 신동윤 ㈜페리지에어로스페이스 대표가 수상했다.우주분야 관계자 수상은우주산업클러스터 연구·인재개발 특화지구 사업기획에 참여하고우주기술혁신 인재양성센터 국비확보에 기여한 한재흥...","충남일보  대전시는 23일 혁신적인 기술과 열정으로 지역 우주산업 발전과 우주산업클러스터 조성에 기여한 유공자 8명을 포상했다고 밝혔다. 시에 따르면 이날 포상식에선 기업인 4명과 우주분야 관계자 4명이 시장 표창을 받았다. 기업인 분야는 글로벌 위성전문기업으로 지역경제와 우주기술 발전에 크게 기여하고 있는 김이을  쎄트렉아이 대표, 위성데이터 분석 소프트웨어 개발과 지구관측용 상용위성 개발 운용까지 세계시장 진출을 확장하고 있는 최명진  한컴인스페이스 대표, 국내 우주스타트업 1호 상장기업이자 지상국 서비스 분야에서 글로벌 위상을 드높이고 있는 이성희  컨텍 대표, 과학기술정보통신부 선정 국가전략기술을 보유하고 소형 우주발사체 개발을 전문으로 하는 신동윤  페리지에어로스페이스 대표가 수상했다. 우주분야 관계자 수상은 우주산업클러스터 연구 인재개발 특화지구 사업기획에 참여하고 우주기술혁신 인재양성센터 국비확보에 기여한 한재흥 KAIST 우주연구원장, 우주광학분야 전문가로 우주기업 육성과 우주분야 학과 개설로 인재양성에 기여한 김건희 한밭대 우주국방연구소장, 한남대 H 미니클러스터 출범으로 지역 우주산업 생태계 활성화에 기여한 유민호 한남대 위성활용연구센터 팀장, 우주산업 혁신기반 조성사업을 통해 우주기업 성장을 밀착 지원하고 있는 김민성 대전테크노파크 대리가 차지했다. 장호종 경제과학부시장은  대한민국을 넘어 세계로 뻗어가는 대전 우주기업이 자랑스럽다 며  대전이 국가 우주산업클러스터의 중심축으로 우뚝 서고 우주경제를 선도하는 글로벌 우주산업 중심도시로 도약하는 데 힘을 모아 함께 나아가자 고 말했다.",0.6117253
